mirror_type,mirror_id,normal_x,normal_y
1,4,-25.108873638409168,257.9446236588321
0,10,-30.73490533288509,266.81202403420076
0,11,-18.787005431887206,276.98287836624473
0,12,-10.896544173499848,271.35674566281403
1,5,-1.5805188225586235,273.9768650465321
0,13,6.6893793337206295,274.591686218046
0,14,16.801792361993087,284.34244146303797
0,15,58.65970196356368,328.6797560061021
1,6,57.88485046671,321.6776479195237
3,3,69.59553336225181,313.4275748161307
0,16,90.24045033342088,316.3361880272486
1,7,71.94977479937133,290.1675131832371
0,17,52.67399018844396,274.0897472505438
0,19,72.77540123531733,269.47464982229354
0,18,59.51652716510401,262.27035597443484
1,1,-134.72096094056303,228.67540680609795
0,4,-103.47067189201711,222.46374881319917
0,5,-106.36951612403873,225.2702978604501
0,6,-109.15669538786966,228.66405517063652
2,0,-85.48339859640697,221.6848039671747
0,7,-75.36943140962319,229.76979063184595
3,2,-85.86559175346133,241.43245559491288
3,4,56.99639089519993,220.6414241354756
0,0,129.388864670267,294.77018736664775
