mirror_type,mirror_id,x,y
1,8,-238.49849471839832,103.53003437195477
0,20,-174.5404968691184,54.996499458431586
0,21,-194.94632244166633,97.57013562801819
2,4,-161.155298512196,100.64278295757227
0,22,-169.8372119317998,146.0524612707123
0,0,18.83127231999175,86.98495952065686
0,1,41.087918556322485,93.35835768001176
1,0,39.2808669117383,68.54205639359168
0,2,57.63377535112606,62.47677919656178
0,3,55.68782045242905,42.41304814863022
1,9,-133.06335254951352,217.52963983853758
0,23,-120.71763267332203,242.62780789049899
0,24,-87.60858243585152,240.5425872555224
2,1,-66.17529978298823,232.77635124434707
1,2,-51.51382181396077,194.2867112339892
1,3,-9.006393789467756,240.83165255196218
2,2,-11.552602432649529,197.66268584898145
0,8,6.56902825828746,191.88759175033132
0,9,22.320394576340462,177.60292786425697
2,3,43.07195180960387,153.05491487473103
4,0,149.31587305833912,48.51566811686671
3,4,-109.3869079074945,32.1014700354566
0,12,-265.0892152088092,-21.252019644375142
0,17,62.52888721295983,195.6354784357588
