mirror_type,mirror_id,normal_x,normal_y
1,4,-18.138398677895523,261.7282697149273
0,10,-22.139150393481955,271.43790450489587
0,11,-8.606615618690252,279.37950966109537
0,12,-1.8129958878509336,272.4686863368108
1,5,7.8164770612667045,273.431289394424
0,13,16.06749945821627,272.600717306518
0,14,27.719483089289767,280.44733457533573
0,15,76.6405708628492,316.84251596182634
1,6,74.66158779225336,310.0813371811256
3,3,84.76174894082725,299.9230624819405
0,16,105.5980986179765,299.20253511263456
1,7,83.0411568455927,276.6075637149813
0,17,61.26633996019037,264.1212600441372
0,19,80.26096214746556,256.0857029190662
0,18,65.95250766884918,251.29323780292458
3,0,-0.5,219.5
3,1,-124.38092572461706,225.44383283057934
1,1,-131.16777824512312,251.9376572440467
0,4,-101.4708943969997,240.39381254873487
0,5,-103.83834654388133,243.6611028279074
0,6,-105.99386251957921,247.4872899388161
2,0,-83.89215055294859,236.50324439622125
0,7,-72.52789405291124,242.70912997562175
3,2,-80.83939361880581,256.0172519682412
0,24,35.94194868460204,272.39778231608517
1,3,-92.58500667723558,200.32044931849077
