mirror_type,mirror_id,x,y
3,0,71.07221682629594,75.92588488385219
0,0,-58.13633492598457,67.38817820192016
0,1,-49.831972945711115,88.99873298164371
1,0,-31.100304337666106,72.62073443655433
0,2,-15.211302572480344,83.62784389214188
0,3,-0.3587993859759382,69.99908044396457
3,1,180.63643360293977,171.38109246708262
1,1,228.18164615540212,144.33688495256803
0,4,170.3153743955753,117.65064064634333
0,5,178.30509917069696,116.51734467334859
0,6,186.80445094588902,114.30265572944903
2,0,140.2956502526598,97.76569193834489
0,7,133.43537943629272,72.79422720719404
3,2,164.12880855942933,66.26261540915962
1,9,-253.806419458129,24.6434868037029
0,23,-266.420868008441,49.60767168119104
0,24,-244.8300129278597,74.79481780005919
2,1,-225.72874957396965,87.23836091864689
1,2,-186.16605858938738,75.78389426054056
1,3,-197.75689275829376,137.7432806585668
2,2,-164.81296963079055,109.73005532432815
0,8,-149.29490481592484,120.72709470538891
0,9,-128.40725610204026,124.70996985143185
2,3,-96.31374233072516,126.50953734106642
4,0,51.1142002497736,148.44641636909273
1,4,-275.14630154474173,60.19979495707385
0,15,163.3149285521725,38.15835772290204
