mirror_type,mirror_id,x,y
0,22,-223.75242314571244,10.528681608922108
3,0,88.30155478833836,54.94392980086225
0,0,-38.7140434173802,80.13877240310835
0,1,-25.09942255755729,98.86363834735795
1,0,-11.244958023688918,78.19559398742025
0,2,6.951488693890705,84.71526901886524
0,3,17.770521565190606,67.7067837317731
3,1,218.83808708678734,118.78927409575194
1,1,257.7636798431528,80.3609690939366
0,4,194.96224521056433,69.56092971241672
0,5,202.3864081342471,66.39835692634242
0,6,210.0229478429617,62.05933756778736
2,0,160.81881492633218,58.1232205378377
0,7,147.7292115129382,35.77820657558958
3,2,175.68628187180136,21.52511003600138
1,9,-238.77997171003216,89.49371547855318
0,23,-244.50338685741903,116.87212591226063
0,24,-217.12930921607784,135.6129163440889
2,1,-195.45827968016158,142.68868527136877
1,2,-160.20828882326958,121.38494219762114
1,3,-155.36790567257484,184.23304233203632
2,2,-130.7968757356871,148.64782977824876
0,8,-112.96133292541971,155.25378341191075
0,9,-91.75456964016355,153.69482408379397
2,3,-60.28885349282166,147.12666020990582
4,0,87.79328584490722,130.15889889114158
0,12,-111.70178874668673,266.51962914679495
