mirror_type,mirror_id,normal_x,normal_y
1,4,38.37705477677986,244.44282444113279
0,10,47.34129239588218,249.9132417883383
0,11,57.302078052403516,237.78965572674906
0,12,51.53909469937532,229.99858577844
1,5,53.99622796541576,220.63825191488408
3,0,-8.932389992611299,271.22706715223796
0,1,-50.53358923019661,226.88159570984496
1,0,-38.357063830877415,229.43322077945786
0,2,-37.971278085393095,239.09010320982435
0,3,-28.0598410869926,240.91997414369152
3,1,-14.080653362027025,343.7011932072542
1,1,11.02529046557719,354.54903556008736
0,4,4.269185792519741,323.4119144618692
0,5,7.125899196492599,326.2613361512146
0,6,10.567782606328558,328.9888616822168
2,0,3.1764383793147424,305.44097517715034
0,7,11.083680595319358,295.1874459232453
3,2,22.927752534374594,305.4784660819465
2,3,-0.5,219.5
4,0,-43.89664292245363,285.0794494455708
0,19,-77.73914973062524,165.56646134460289
