mirror_type,mirror_id,normal_x,normal_y
1,4,17.41681473689067,262.0345639256651
0,10,21.622185820707553,271.65734294691117
0,11,36.73538704297305,267.4395545805709
0,12,36.48340158444939,257.75197225083474
1,5,43.86503426293134,251.4937893736505
0,13,48.999212475935806,244.98153671690548
0,14,62.73774453719742,242.05051950375216
0,15,122.90169016290695,232.14185138686946
1,6,116.6633880137577,228.86870323956202
3,0,-36.699624144730436,256.8393483606255
0,3,-34.98448040672884,221.04217593102388
3,1,-82.48628555861815,313.25375431982405
1,1,-68.14276710726752,336.5399643511388
0,4,-55.817525103886005,307.1587855082725
0,5,-55.11180361730999,311.1314386040682
0,6,-53.856822160067225,315.33987993918856
2,0,-46.40494406849433,291.8110796883037
0,7,-34.04652767308991,287.947288050411
3,2,-30.247118600551524,303.170678825919
4,0,-73.28606348003034,248.13188403930607
