mirror_type,mirror_id,normal_x,normal_y
1,8,-125.29301984430352,254.66495605499836
0,20,-90.24795706167724,235.08496755693102
0,21,-103.3141282845129,254.74465278012156
2,4,-86.79685720929989,258.61742584104235
0,22,-94.25547089902554,280.4971586572704
3,0,51.97167727039779,221.71603079856322
0,0,3.27102055944461,264.3796172189406
0,1,13.8475408092571,269.084066799074
1,0,14.679688840352945,256.67092493448206
0,2,24.188900156231153,254.94491535591237
0,3,24.6215574899204,244.8752669688296
1,9,-81.0213318382705,318.4469084692498
0,23,-76.65504068686435,331.7329617315104
0,24,-60.116519757622775,333.00444262165695
2,1,-48.963746473669715,330.6505830588443
1,2,-39.0259884594877,312.6132939958402
1,3,-21.218016039607996,338.61722385616235
2,2,-19.474751116808523,317.065617336616
0,8,-10.100246126404798,315.46719346553584
0,9,-1.3071880898965023,309.49045345341386
2,3,10.675825707565608,298.7799260310752
4,0,70.55533263448461,254.4121350229426
3,4,-56.39501158468885,228.28267277892894
0,11,-88.04483395956002,312.53201403742565
