mirror_type,mirror_id,normal_x,normal_y
1,4,32.4564750952195,251.8877284294977
0,10,40.087458894615864,259.1023738329591
0,11,52.35121276280555,249.3146810022464
0,12,48.33401894920452,240.49567301207597
1,5,52.68358079825583,231.85075163327835
0,13,54.865076932238985,223.85010820880376
3,0,-19.387901987348062,268.2504845211837
1,0,-39.48014683948048,221.25220027673652
0,2,-41.11057019226351,230.778266023205
0,3,-31.796173432292385,234.62885351159085
3,1,-39.49188153872561,338.07049289526685
1,1,-17.18995606489888,353.901103096602
0,4,-17.324652146428623,322.03972965470484
0,5,-15.122792865633071,325.42082875761866
0,6,-12.323207311195805,328.80435911104524
2,0,-14.657152034593985,304.23430354810796
0,7,-4.7908734285592685,295.84884660818204
3,2,4.654753720111004,308.377504308535
4,0,-56.46817432658411,274.5306820810313
2,1,-31.170052284949975,358.05361855083106
