mirror_type,mirror_id,normal_x,normal_y
1,8,92.66724248685155,311.17446007453543
0,20,58.18794365040504,290.6145396765942
0,21,81.74681609551136,292.1003332741718
2,4,76.84210041175429,275.859570391383
0,22,99.51981170348665,271.37905291558576
1,4,-45.29003721241061,224.36606565439206
0,10,-55.721878068776775,225.5742537158237
0,11,-56.107059399571554,241.26024189732914
0,12,-46.76910492578747,243.8516419652963
1,5,-42.94255540649456,252.74044799876975
0,13,-38.21594565530283,259.55428545266545
0,14,-39.429757993693855,273.54945550198187
0,15,-47.54428689369437,333.98153703021416
1,6,-42.590256719530295,328.9727949194867
3,3,-28.80897418622059,332.8817656060432
0,16,-18.077123975193746,350.75632905823517
1,7,-9.250939083143324,320.07332374853934
0,17,-8.88681252844152,294.9751596402724
0,19,7.350019660325484,307.69251513665705
0,18,4.604727714590995,292.85462567795184
1,9,125.76818957754703,240.94307738576614
0,23,135.0911036429947,230.51873169719906
3,4,35.37051083013075,264.6981762895938
0,8,-1.703584122501276,364.09372805587736
