mirror_type,mirror_id,normal_x,normal_y
1,4,-9.066236036606693,264.58759204227715
0,10,-10.960815141933951,274.916851069816
0,11,3.9271538357078595,279.87134091325066
0,12,9.135475713431322,271.69906269449484
1,5,18.75465800423654,270.63855056322336
0,13,26.652690118271064,268.11064445067655
0,14,39.681453414354955,273.3632106879297
0,15,95.10048174503433,298.7918039637524
1,6,91.75901609042148,292.58982687758504
3,3,99.52644041642502,280.55359327105043
0,16,119.75765979754634,275.51669046165443
1,7,92.99588261573193,258.1053253039652
0,17,69.1008492145885,250.41911632218637
0,19,86.00970706538064,238.6099513843377
0,18,71.01751712143101,236.8971080930215
3,0,-51.02566948637818,230.01903455762556
3,1,-120.53106758624891,251.1851205949103
1,1,-121.66123526568325,278.51105736207535
0,4,-95.01339984951073,261.04514403723044
0,5,-96.64980964049987,264.73325716349234
0,6,-97.96271338885799,268.9239898770783
2,0,-78.62768833736878,253.584767778289
0,7,-66.22149194389903,257.2922780843986
3,2,-71.58445115768431,272.03764360972843
