mirror_type,mirror_id,x,y
1,8,258.3107723764591,29.589607538410082
0,20,178.65475400703065,39.64188278434024
0,21,217.61353542284454,12.974945116276343
1,4,-66.00203586495296,62.64767562872117
0,10,-80.95517172567021,77.39677106228172
0,11,-62.247708535646936,102.59250841100021
0,12,-44.34004107357583,95.17857299620334
1,5,-27.364325859849192,104.475804233497
0,13,-11.525052796777015,109.39457554207841
0,14,3.794526932188913,132.94585952695516
0,15,65.41726380622693,238.1797254094196
1,6,67.05754279326142,224.18582906716009
3,3,93.59034578252275,213.37724146756565
0,16,132.5133327388516,228.33356443248198
1,7,108.64290132258058,169.1086041341836
0,17,78.31282711841597,129.10500032423644
0,19,119.56159555121849,129.15504198151478
0,18,96.96472257143007,109.15055005196078
3,2,-176.97223136579282,3.1351754994418584
3,4,110.78257610704743,26.89276540421683
3,1,-289.5401523178017,72.44430415550639
