mirror_type,mirror_id,normal_x,normal_y
0,21,-0.5,219.5
2,4,-94.64064485598878,228.25520086022152
0,22,-108.81624688083882,246.51460757334223
3,0,48.58150128413402,238.54286204930847
0,0,-11.355779373363392,263.0266925852254
0,1,-2.887101979504127,270.91821522952216
1,0,1.9410331294154606,259.45227991371996
0,2,11.49410282094783,260.91620217397355
0,3,15.181545208235336,251.53602202387464
3,1,118.7417385548985,257.42525250362553
1,1,134.18071540991951,234.8504414776864
0,4,102.32654538028193,235.54117468330836
0,5,105.66870178233951,233.28064244059752
0,6,109.00285730275276,230.4224325296794
2,0,84.47727683020038,233.18482837786252
0,7,75.92090673172626,223.46639885652576
1,9,-108.65835257522733,286.70541518975494
0,23,-108.85545902571161,300.68915069761005
0,24,-93.63193396100816,307.2757752341473
2,1,-82.32043793786643,308.6811451082917
1,2,-67.05173622399394,294.86197078188593
1,3,-58.68001896049579,325.2468782187664
2,2,-50.015212833642636,305.4369854641737
0,8,-40.63104831841959,306.9776862910612
0,9,-30.37121239316135,304.1893072650529
2,3,-15.554043609844456,297.96359231964016
4,0,55.507882323143996,275.507882323144
1,6,-19.61762752046169,317.8910044909266
0,16,-43.328634776479404,346.23184768962665
0,17,-66.38170329858148,240.90467586964104
