mirror_type,mirror_id,x,y
1,8,251.67883225906766,65.25155471490383
0,20,171.39901446705045,64.12002682254447
0,21,213.68997210858674,43.1346243780032
2,4,188.95399246485076,19.909513595091124
1,4,-74.07857987418828,52.852284754999076
0,10,-90.93887019245562,65.37676871886302
0,11,-75.92003564601377,92.93087854695014
0,12,-57.154823990687426,88.08136065362264
1,5,-41.6382397721204,99.65067480293052
0,13,-26.637674081610214,106.72597771640189
0,14,-14.744888673241043,132.18013564077518
0,15,31.6324165207043,244.96610015481872
1,6,35.20430637385831,231.33667416286488
3,3,62.98315860156874,224.32592746396847
0,16,99.4458318784782,244.5537293152518
1,7,84.05022723881036,182.5830202979027
0,17,59.582748823671984,138.7475983309809
0,19,100.42312262497099,144.53787199986738
0,18,80.83024803464397,121.5831855260337
3,4,105.96169813704546,42.04900150911619
0,2,58.387140472657215,232.40566160459406
