mirror_type,mirror_id,x,y
1,8,-191.79867478735787,175.53708539739782
0,20,-147.12617315380018,108.82503927459895
0,21,-152.55964012682117,155.72269007557898
2,4,-119.60924319260532,147.6266539040027
0,22,-113.03420843968351,193.38890279024332
0,19,-175.9140117994117,5.500950157604028
0,18,-145.99154754734633,1.5710011874322825
0,0,46.12485051739216,76.11503244923587
0,1,69.2438984407473,74.8951435590284
1,0,59.45590013345312,52.01918818398504
0,2,74.83425487585961,40.309233398501654
0,3,66.4622064830633,21.97214394187921
1,9,-54.99314818512294,248.99950532619357
0,23,-35.14887646010574,268.7109161972997
0,24,-4.522535873891704,255.96004897106377
2,1,13.214591885224287,241.63893428275784
1,2,14.546290586787144,200.4729543608433
1,3,69.89140402910539,230.6429960845123
2,2,53.42947564031361,190.65490062623917
0,8,68.68362735123127,179.29461602032893
0,9,78.92620513758979,160.6600577075058
2,3,90.55513668966243,130.69340924131006
3,4,-92.97613699910254,65.965429951787
0,5,194.22132969165688,228.46379539696255
