mirror_type,mirror_id,x,y
1,8,232.6124848604297,116.15262324655588
0,20,154.322231577129,98.35470929780112
0,21,200.05214083166842,86.62067275579373
2,4,180.68547374365278,58.7601870149488
0,22,221.0519318537467,36.22213996613841
1,4,-83.44839305669836,36.295532731381364
0,10,-102.54423221673389,45.040875203314556
0,11,-93.58241680264958,75.11545290667674
0,12,-74.21899857987742,74.27341549841474
1,5,-61.446884621286486,88.81599163629434
0,13,-48.24515547325167,98.85547518150815
0,14,-41.90447297241206,126.22604780672009
0,15,-19.990143751081483,246.18975233102435
1,6,-13.662591258270835,233.60079965639977
3,3,14.966842599465641,232.5188027291617
0,16,46.427122497188144,259.88559463085113
1,7,44.25238365002341,196.06816809796317
0,17,29.43347504110226,148.10358046652624
0,19,68.17752309911877,162.25851393399708
0,18,53.78534750407839,135.73185474996475
3,4,94.90370180147191,63.16080576098834
2,3,79.49847826524089,61.765192670797
