mirror_type,mirror_id,normal_x,normal_y
1,8,104.45444358999399,297.3903690022522
0,20,67.44930704238905,281.8291272742995
0,21,90.98568866269504,280.02169989741316
2,4,83.86842800245954,264.62159549362013
0,22,105.70187385578981,257.028554702752
1,4,-44.241638787450725,230.62673032502167
0,10,-54.4038104066515,233.2749920239945
0,11,-52.60217556236988,248.86193212703574
0,12,-42.99444423633192,250.12852078693783
1,5,-37.96805173440672,258.39826880854673
0,13,-32.33913813650251,264.4879775286336
0,14,-31.59338652242884,278.51587757219755
0,15,-31.21842520122441,339.4891623870364
1,6,-27.0096894796268,333.8396972686336
3,3,-12.818501868574204,335.7926422958098
0,16,0.29656513787227934,351.9996668523031
1,7,4.766605209554461,320.3868989200097
0,17,1.6341987823044302,295.4823117977975
0,19,19.48292903679915,305.81617257922335
0,18,14.699318995894124,291.504755233879
1,9,127.45893522550489,223.23571185066737
3,4,41.24707125163878,259.34055303579544
0,23,-85.97316763044108,157.54668530891303
