mirror_type,mirror_id,normal_x,normal_y
0,20,91.32828712559622,225.60303227767406
1,4,-27.69459282818159,256.1006859779871
0,10,-33.92547837367622,264.554033679536
0,11,-22.71616588950631,275.53355568735384
0,12,-14.452466219963409,270.47153871401997
1,5,-5.341904527552085,273.7351286963986
0,13,2.86496081555406,274.92533112804455
0,14,12.272562211705125,285.35774029722745
0,15,50.93569333144924,332.50691154255617
1,6,50.651171702792816,325.46780933125615
3,3,62.90882397120191,318.0547289352244
0,16,83.30055636114604,322.39637351939535
1,7,66.87987047308606,295.01555122441766
0,17,48.77256896182147,277.63233915836116
0,19,69.14694690425841,274.4306874274032
0,18,56.42291691953451,266.3190505763159
1,1,-0.5,219.5
0,6,-109.4951691011293,221.02856381187542
0,7,-75.86734140645969,224.48848614965968
3,2,-87.15148001351811,235.39056631360108
3,4,56.81280706574266,224.61572890351036
0,3,-45.94398479506757,362.4708451477561
