mirror_type,mirror_id,x,y
1,8,230.54991406264608,120.1945802676082
0,20,152.58220119209713,101.03302370697607
0,21,198.50993273484033,90.09887127821948
2,4,179.63244780471624,61.90463387894238
0,22,220.38610106511908,40.07451131723413
1,4,-84.06912785133028,34.83362947378127
0,10,-103.31468589382234,43.244371641415114
0,11,-94.87910916114191,73.47077408594602
0,12,-75.50394450166947,72.96680316889878
1,5,-62.98757874730096,87.73006852586268
0,13,-49.963073433810976,97.99842495187161
0,14,-44.10103900750443,125.47548907439482
0,15,-24.283702773739126,245.80338032581386
1,6,-17.737406479124044,233.3267760275154
3,3,10.906550427304177,232.74459640940466
0,16,41.88442239686433,260.6562778075392
1,7,40.82378243859287,196.8106165515632
0,17,26.84422829917042,148.59470854314435
0,19,65.33533779903982,163.42366301942127
0,18,51.408308239555645,136.64986587606603
3,4,93.78693945496406,64.80748404058674
2,1,-21.0151760175262,183.978335014329
0,5,58.41194648599957,165.93097794009753
