mirror_type,mirror_id,normal_x,normal_y
1,8,116.30624243021485,278.07631162327795
0,20,77.1611157885645,269.1773546489006
0,21,100.02607041583421,263.3103363778969
2,4,90.34273687182639,249.38009350747438
0,22,110.52596592687335,238.1110699830692
1,4,-41.72419652834918,238.14776636569067
0,10,-51.272116108366944,242.52043760165728
0,11,-46.79120840132479,257.5577264533384
0,12,-37.10949928993871,257.13670774920735
1,5,-30.723442310643243,264.4079958181472
0,13,-24.122577736625836,269.4277375907541
0,14,-20.95223648620603,283.11302390336004
0,15,-9.995071875540742,343.0948761655122
1,6,-6.831295629135417,336.8003998281999
3,3,7.483421299732821,336.25940136458087
0,16,23.213561248594072,349.94279731542554
1,7,22.126191825011706,318.0340840489816
0,17,14.71673752055113,294.0517902332631
0,19,34.088761549559386,301.1292569669985
0,18,26.892673752039194,287.8659273749824
3,4,47.451850900735955,251.58040288049415
0,6,-72.62005126449469,244.8807963299704
0,1,13.473837011134245,368.629953468796
