mirror_type,mirror_id,x,y
3,0,50.59293424733234,90.86448703561312
0,0,-72.7121131316495,51.32200896233705
0,1,-69.88249257001247,74.29964489956969
1,0,-47.74503811945154,62.939743683718
0,2,-34.9908683964688,77.46379237334692
0,3,-17.282451742040497,67.83300717043319
3,1,133.8099207750919,209.99025001690822
1,1,186.48542326653214,195.25159899243425
0,4,136.79401389144417,155.35893203632477
0,5,144.82057880492854,156.19218916003925
0,6,153.60324525598577,156.09946523556542
2,0,112.47660833693033,128.80222271770305
0,7,111.86126096637345,102.9128674899932
3,2,143.22310397680974,104.0006850325898
0,24,-255.65201931122132,13.343351231790313
2,1,-240.12851065169446,30.03828177840839
1,2,-198.96991438236407,28.495142931291163
1,3,-225.20578344803053,85.80999418225588
2,2,-186.46342305592952,66.59873769273295
0,8,-174.06673569904183,81.02327766191584
0,9,-154.76308412527283,89.94102396589513
2,3,-124.05823965013789,99.45126029824335
4,0,13.683451611382356,156.40256760040404
1,9,93.93990049418403,246.79365265425088
