mirror_type,mirror_id,normal_x,normal_y
1,8,-91.17446007453542,312.6672424868516
0,20,-70.61453967659415,278.18794365040503
0,21,-72.10033327417179,301.74681609551135
2,4,-55.859570391382995,296.8421004117543
0,22,-51.379052915585774,319.51981170348665
0,19,-87.69251513665706,227.3500196603255
0,18,-72.85462567795183,224.604727714591
0,0,25.02259551025054,256.79836564210956
0,1,36.534355520295385,255.58427836442183
1,0,31.048445922637608,244.41810815335717
0,2,38.42065970285775,238.16873435320147
0,3,33.76052775142489,229.23183437596612
1,9,-20.943077385766127,345.76818957754705
0,23,-10.518731697199042,355.0911036429947
0,24,4.439788013618043,347.92297792966724
2,1,12.921443218763581,340.308089109354
1,2,12.509149584205456,319.71845955829826
1,3,40.933271019875015,333.33453720562613
2,2,31.667179468772467,313.7986660059329
0,8,38.98652700282601,307.7271378323602
0,9,43.61316863333212,298.1546001317935
2,3,48.63549928466441,282.8875043973873
3,4,-44.69817628959378,255.37051083013074
