mirror_type,mirror_id,x,y
1,8,-51.99027737457141,254.7489176787904
0,20,-55.061821233017085,174.51990099270418
0,21,-31.891840844587684,215.65460924251883
2,4,-9.993140417085845,189.73702101752417
0,22,22.224549443703634,222.8947496062309
0,15,-242.97486986136278,44.409600491941106
1,6,-229.17718425298676,47.26328615185953
3,3,-220.72221274411697,74.63715429557026
0,16,-239.01398422285078,112.10849809857787
1,7,-177.93394759919957,93.49069628452503
0,17,-135.43912943431192,66.762580972246
0,19,-139.08404771816348,107.8500239700095
0,18,-117.18623167159471,87.08264526650149
0,0,82.05508148299822,34.46684788051443
0,1,100.041751447662,19.89090162069632
1,0,78.67694527459656,7.137106014214531
1,9,101.86784560291345,233.7689928801957
0,23,129.5082752813603,238.05168899557802
0,24,146.79073358160176,209.73430938827156
2,1,152.72263135995087,187.72266211220355
1,2,129.60324234663284,153.6359319080011
1,3,192.11188526329886,145.51296691560205
2,2,155.28949265894636,122.83799684839802
0,8,160.9529528746532,104.68116812937114
0,9,158.28625381076301,83.58505760334626
2,3,150.0803030337501,52.50621526350703
3,4,-36.4457680168147,108.01715601544288
0,11,-253.49063138344627,145.5831053042256
