mirror_type,mirror_id,x,y
1,8,-73.99526980732426,249.248269895984
0,20,-70.06270597487399,169.0568461538259
0,21,-50.56602040725172,212.05442127004426
2,4,-26.491784494297583,188.1440547939469
0,22,2.713420866811092,223.98356490421244
0,15,-245.92082884142334,23.063953302661673
1,6,-232.4243626856809,27.109327364489538
3,3,-226.38735470596964,55.11592899728252
0,16,-247.87536327269405,90.85045009481223
1,7,-185.40510628353059,77.62697059651839
0,17,-140.74248498900997,54.704231272528666
0,19,-147.9545398704327,95.31764858476387
0,18,-124.33005530922641,76.53781644915605
0,0,78.7388533976522,41.48726269137351
0,1,97.9274560753007,28.53442388799976
1,0,77.75551596886987,13.967094773603536
1,9,81.10589748980546,241.75779903112365
0,23,108.26788542755331,248.43322037329506
0,24,127.95260100858768,221.72986243430805
2,1,135.78036759244645,200.3189750783987
1,2,115.71980912304477,164.3469676523607
1,3,178.6985508287634,161.702900195698
2,2,143.9925324032428,135.90493225818213
0,8,151.21691333593228,118.31079883574934
0,9,150.39900904906102,97.06254724176806
2,3,144.932983980065,65.38677354506969
3,4,-45.7213963282481,104.42966014401877
0,7,-119.1455890837795,230.72284228048966
