mirror_type,mirror_id,normal_x,normal_y
1,4,38.797795872075746,243.76932972274864
0,10,47.85614014129442,249.08246638056664
0,11,57.60382297048987,236.7868871201442
0,12,51.70574442842078,229.09758171729354
3,0,-8.036993949819514,271.3751567223942
0,1,-50.405792314526636,227.76248034746672
1,0,-38.18658946121364,230.10120712195962
0,2,-37.63232663567513,239.7498858727299
0,3,-27.69046354587099,241.40649968151706
3,1,-11.919625309688794,343.9280942017452
1,1,13.371815714776337,354.3361252399743
0,4,6.073322336491484,323.32165676080245
0,5,8.979329914609783,326.1207879460221
0,6,12.468290993066406,328.78782891349664
2,0,4.6671052175536865,305.3725256091694
0,7,12.394194362313483,294.9825576124821
3,2,24.41606545830829,305.0653028416146
2,3,-79.49376827802053,220.99539186272452
4,0,-42.75416424867963,285.83563958371576
0,18,-98.22952600134883,238.92755915341615
