mirror_type,mirror_id,x,y
1,8,191.5854697504745,175.76975786661941
0,20,121.23381804382144,137.08158651882314
0,21,168.42656697444437,138.4069779209235
2,4,157.48952234612946,106.28758324088469
0,22,202.50458002187457,95.74912568877168
1,4,-90.2201485030566,11.888010939026412
0,10,-110.98679031407548,15.031047061979507
0,11,-110.66181750591429,46.41079773380032
0,12,-91.81640830121698,50.938660825194574
1,5,-83.5475416100769,68.43835394654424
0,13,-73.62448175808969,81.72781464013778
0,14,-75.07377880953675,109.78582665925848
0,15,-87.07485184598092,231.1427484824053
1,6,-77.52243237786416,220.78558032222006
3,3,-49.703815461996456,227.6368395680273
0,16,-27.00556360979305,262.6151167281073
1,7,-11.505590057670918,200.6704298032593
0,17,-12.52960717145538,150.47926416662534
0,19,20.811933739570243,174.76516647781887
0,18,14.289024814985005,145.29908385752728
1,9,252.84495570952782,33.082145822889345
0,23,270.7518164697515,11.59542488785976
3,4,73.8178158532775,86.87306868444105
4,0,-128.58042068881778,255.36898956815688
