mirror_type,mirror_id,x,y
1,8,-251.7578480254265,64.94602341642062
0,20,-180.99496169117546,27.015252033063216
0,21,-207.80954168840586,65.8725616873574
2,4,-174.9152092777528,74.19346038108706
0,22,-190.593872670917,117.68591971983004
3,0,103.86762573052724,5.245600547422175
0,0,4.991982499867707,88.85989033709762
0,1,25.977593356695156,98.63652793663303
1,0,28.074914332504402,73.84307134201921
0,2,47.15068640773588,70.72349518568316
0,3,48.367348476163144,50.60236754723438
1,9,-165.45425471219036,194.0357946298405
0,23,-157.18674962692094,220.7562586694286
0,24,-124.15912636466922,223.87610712258265
2,1,-101.77481601197154,219.55839046989152
1,2,-81.27273892145944,183.83618226074074
1,3,-46.56988086838672,236.45770487743525
2,2,-42.331627245459586,193.42190500238453
0,8,-23.529680143570786,190.55275949810135
0,9,-5.737625529489333,178.90802009212263
2,3,18.59860087881476,157.90849263212715
4,0,139.88802429757376,71.27650845910883
3,4,-113.06194984598804,14.594365249070767
0,19,36.74923179643281,289.7945647499236
1,6,96.19811653276417,33.19996400642687
0,16,142.485890603681,255.7566467823904
