mirror_type,mirror_id,normal_x,normal_y
1,4,-3.5647971217969356,265.36013912545275
0,10,-4.186434306221756,275.8432965341382
0,11,11.19436243241892,278.9464693576439
0,12,15.367912088018635,270.20037129399475
1,5,24.786150535582458,267.9754806294574
0,13,32.31723765778111,264.5038891578084
0,14,45.88901332648097,268.1294967345603
0,15,103.99392259003926,286.61466853731935
1,6,99.92153283840663,280.8661422732148
3,3,106.16421207464727,267.97301402423363
0,16,125.63078697621391,260.5080901023137
1,7,96.94657638376664,246.48794683372986
0,17,72.29293969623674,241.77110171939577
0,19,87.63658630755192,227.9892891022295
0,18,72.54740278674038,228.11630142974334
3,0,-49.424318720535396,236.1628190304456
3,1,-115.83213711503939,265.6417135016063
1,1,-113.6236867242264,292.90169967288045
0,4,-89.30303962120308,272.3184204120674
0,5,-90.47778393665605,276.17847108912616
0,6,-91.27017965537317,280.4979694343199
2,0,-73.94865587415418,262.91673676324797
0,7,-61.18310154063598,265.0846768411201
3,2,-64.70907805484705,280.37371296592346
0,21,-32.55346940555167,357.5161063056231
