mirror_type,mirror_id,normal_x,normal_y
1,8,45.45305163720004,341.7949920845107
0,20,22.893192430269895,308.58979478670574
0,21,43.616858473559276,319.89279081544123
2,4,46.03531943503652,303.1008385307522
0,22,68.48185427822277,308.6241255788527
0,12,-52.46734345401036,221.85145101985347
1,5,-52.75588358201064,231.5246148517571
0,13,-51.35177249877131,239.69760039279998
0,14,-58.36647451206385,251.86855272886737
0,15,-91.26043649110204,303.2092707061751
1,6,-84.6537744826996,300.7634723487805
3,3,-73.81569320415672,310.1304245900895
0,16,-71.64345072413121,330.8657565181377
1,7,-50.67701225767655,306.78761679315375
0,17,-39.740059037364865,284.19484175310936
0,19,-30.39907826169848,302.58266186578834
0,18,-26.61639467886806,287.9747565960977
1,9,105.133762615359,292.1328077807688
0,23,117.98871108543418,286.62517584515587
0,24,117.81392653138737,270.03877211979585
2,1,114.4969958756017,259.13359088382316
1,2,95.6622114621163,250.80570236461662
1,3,120.01512145543444,230.79910283483406
2,2,98.39358975615029,230.94081783498822
0,8,95.98420642514668,221.741297486023
3,4,13.16630383032416,275.45852904150627
0,2,71.00978217800466,330.4344019290847
