mirror_type,mirror_id,x,y
1,4,67.09913832142317,61.47117728271129
0,10,82.8553837288549,75.35904316765311
0,11,106.68477886289126,54.9395846268971
0,12,98.03972768700524,37.592709333830385
1,5,106.130145303688,20.009804042470588
0,13,109.9320428970281,3.8659985108604658
3,0,-35.38434755171969,97.79543930234736
1,0,-78.8247908826298,5.258549449199931
0,2,-81.41874136827458,24.412876807250996
0,3,-62.5325288753043,31.459224918284846
3,1,-70.69444674813232,238.75362866137866
1,1,-25.012806604280318,268.83890995497075
0,4,-27.505926455658066,205.1643828977533
0,5,-22.86889320644425,211.7687741937235
0,6,-17.03696594850026,218.33630433638297
2,0,-23.416976989365747,169.38903503084111
0,7,-4.281736771641877,151.9396812232353
3,2,15.472497180205789,176.32243711736893
4,0,-109.06136416206257,112.93634865316824
0,17,-170.93725479069985,23.472752808530768
