mirror_type,mirror_id,normal_x,normal_y
3,0,36.193240792765366,257.3369698946889
0,0,-28.475697302768847,254.19626680094018
0,1,-24.135570617233004,264.9274329444779
1,0,-14.914080518758507,256.57622454928867
0,2,-6.874739348170807,261.940290400696
0,3,0.43145383152626376,254.99734057883916
3,1,91.79996714028557,304.10122491998845
1,1,115.3329594827769,290.16629145782287
0,4,86.17136066864023,277.33015437372484
0,5,90.15572524834278,276.6938727284116
0,6,94.3854280639267,275.5125298395715
2,0,70.99026456845961,267.65115252016585
0,7,67.34274551060182,255.22718590938422
3,2,82.63012652131405,251.69404030841815
1,9,-126.66883768168826,234.53463313503698
0,23,-132.7572587856087,247.1249007321855
0,24,-121.7436872856904,259.5281495403469
2,1,-112.0859253301966,265.5822919879375
1,2,-92.40754663645679,259.51069886285313
1,3,-97.66141085380579,290.58681767896996
2,2,-81.43640714666023,276.2948629187725
0,8,-73.58259407700223,281.65713137098675
0,9,-63.10560498717645,283.46599577098317
2,3,-47.04558870869657,284.08558795120916
4,0,26.848581251064985,293.7658707316938
