mirror_type,mirror_id,normal_x,normal_y
1,8,-109.68325847013979,289.7823961423833
0,20,-81.89413287372263,260.8117752721082
0,21,-88.64143887333114,283.4326045064011
2,4,-71.71360472674853,282.3069731016976
0,22,-72.44929768876558,305.4113532523904
0,0,16.103436859093947,261.48408515714397
0,1,27.593261419054745,262.8906974093416
1,0,24.75979709094105,250.77665426935533
0,2,33.34886473491871,246.34583877753934
0,3,30.818536735938086,236.58968937188502
1,9,-48.69799451755945,337.833591687463
0,23,-40.63802348222635,349.2625276228885
0,24,-24.450412225623907,345.6430552875767
2,1,-14.473164025059452,340.1312928553744
1,2,-10.243231724414803,319.9766282880151
1,3,14.389430297527596,339.63776283311466
2,2,9.755442896470832,318.51817768256626
0,8,18.2529926915359,314.2487573276313
0,9,24.914406245279086,305.9623310610246
2,3,33.24236416961401,292.2163085764896
4,0,77.53353473671831,232.2801055056581
3,4,-51.509198630992366,244.4090650454493
0,5,73.43736091621929,350.6923034453623
2,0,-28.986677851071313,363.8069065088787
