mirror_type,mirror_id,normal_x,normal_y
1,8,89.42884933779006,314.3529591805093
0,20,55.68808523272688,292.6022531545168
0,21,79.18075280051988,294.9093344379922
2,4,74.84581938771029,278.50729288030897
0,22,97.66608383532711,274.82094552514445
1,4,-45.414821239345024,222.7828064608119
0,10,-55.88247245538633,223.62619253115284
0,11,-56.81485223693755,239.28918259789546
0,12,-47.5730247508427,242.20489396632436
1,5,-44.05902111898143,251.22182983166022
0,13,-39.57309018849501,258.1964727813085
0,14,-41.274587496192616,272.1407559114666
0,15,-51.49322247445427,332.2528308738642
1,6,-46.36740758284197,327.42003311322617
3,3,-32.730941344079426,331.8075823847848
0,16,-22.62944195449456,350.04579330692775
1,7,-12.737812293176392,319.68950866557526
0,17,-11.49799425899804,294.6193415142485
0,19,4.285117584093553,307.8956072127071
0,18,2.0593328702731863,292.9709472881462
1,9,124.96067213443438,245.31956594632692
0,23,134.641711350514,235.2269354961817
0,24,127.99999707501675,220.02736413171138
3,4,33.78902021458573,265.9053603943844
0,5,3.355890250613805,234.28588038802025
