mirror_type,mirror_id,x,y
1,8,203.37985567484836,161.97726478020874
0,20,130.5008266470603,128.29081901848593
0,21,177.67107104372892,126.32098208205251
2,4,164.52013279475923,95.04275829959265
0,22,208.69041041491764,81.38988021156703
1,4,-89.17111103281391,18.152491762112845
0,10,-109.66791923132129,22.73647931128277
0,11,-107.1547972867516,54.01712153044783
0,12,-88.03944678885821,57.21936568253621
1,5,-78.57000575763631,74.09962344873959
0,13,-67.74409206477107,86.66451401998295
0,14,-67.232630722718,114.7552759837326
0,15,-70.73903881759297,236.65373098086386
1,6,-61.93236809202728,225.65544926394674
3,3,-33.70359624311348,230.5494905660847
0,16,-8.620674919279832,263.85921239163906
1,7,2.5204985492338725,200.9841961126877
0,17,-2.002182838247193,150.98672545585666
0,19,32.95223866178245,172.88768020647663
0,18,24.389769196852527,143.94839060762112
1,9,254.53673194185615,15.363986864081618
3,4,79.69795829868711,81.51217972193315
0,8,-8.481732310728631,284.082158941698
0,0,-93.75686096639075,282.11718124400113
