mirror_type,mirror_id,normal_x,normal_y
1,4,37.500634240940045,245.76727442954018
0,10,46.2684962765203,251.54720672753177
0,11,56.64632114333003,239.77863243317702
0,12,51.15875286401986,231.79118337564725
1,5,53.94106025166962,222.52230428888902
3,0,-10.714747483131205,270.8841250919453
0,1,-50.74296975979314,225.11380679696825
1,0,-38.66291240145148,228.08883209355278
0,2,-38.61438200275474,237.75329554041534
0,3,-28.772844358598103,239.92795592919379
3,1,-18.389185192877356,343.1344300670696
1,1,6.322880533665037,354.85184901126496
0,4,0.6575613521232024,323.49791115316384
0,5,3.413091140624829,326.44529491182686
0,6,6.757688579808897,329.29127890668275
2,0,0.1926563474251656,305.4997829443549
0,7,8.452924695503976,295.52845863707364
3,2,19.930630121856094,306.22656193392936
4,0,-46.14114230495914,283.5078340584334
0,13,-142.5481366684953,238.31399978101126
1,7,-6.984828333076692,328.6853510642876
1,9,-81.46241160109746,233.25233854752784
