mirror_type,mirror_id,normal_x,normal_y
1,8,39.016502433288025,344.0069052023847
0,20,18.225386482159006,309.666522669143
0,21,38.32909835580418,322.0386212138869
2,4,41.6230677805913,305.39625418326204
0,22,63.74977391862818,312.08673262378136
0,12,-0.5,219.5
1,5,-53.28673521566809,228.74779115292986
0,13,-52.31228943151928,236.9830613975501
0,14,-59.954356468390955,248.7702127288122
0,15,-95.49020398529417,298.3190330816648
1,6,-88.76459298175085,296.22235257970004
3,3,-78.4315933195582,306.14368908605803
0,16,-77.34753124682554,326.96429034973005
1,7,-55.14967408855119,304.01644748456454
0,17,-43.04529509661637,282.0270309626796
0,19,-34.67945995928159,300.8785203680964
0,18,-30.13744172184027,286.4886050873582
1,9,101.21454097587882,297.5362282745437
0,23,114.34011936982843,292.70892037771836
0,24,115.03363965153662,276.136100225438
2,1,112.29198782192347,265.0722694236821
1,2,93.91886383501915,255.77005753334947
1,3,119.28546352912726,237.06540918470026
2,2,97.6861465975428,236.07534643245293
0,8,95.76153093709677,226.7623363258166
3,4,10.245784719299664,276.0715961560376
-1,-1,-15.306900096778282,315.0723250638568
