mirror_type,mirror_id,normal_x,normal_y
1,8,-113.18506980743693,283.94638357785084
0,20,-83.91782309565279,256.46983639786066
0,21,-91.83976487587366,278.706537860312
2,4,-74.87621874172703,278.4683834815111
0,22,-76.82009329069535,301.502596687522
0,0,13.910258392983788,262.2700214270164
0,1,25.31072015042731,264.2760369214178
1,0,23.115139018398914,252.03030359144435
0,2,31.924326609380124,248.0550774466517
0,3,29.908063745375582,238.17987136925206
1,9,-54.79818930705519,335.1234487351215
0,23,-47.347408472925,346.9585480024799
0,24,-30.992553229192772,344.19123014261373
2,1,-20.740515143058936,339.2091902145155
1,2,-15.461566174734294,319.3035244662762
1,3,8.108353362765737,340.2268880315237
2,2,4.5860303646980976,318.8937223765698
0,8,13.295378759976364,315.07488050809616
0,9,20.38134112045824,307.14844194896153
2,3,29.41729709915764,293.85710955202546
4,0,76.78458665760374,236.3210677291941
3,4,-52.71607882459865,241.67983010447043
3,0,67.88295698351682,282.0606528434624
