mirror_type,mirror_id,normal_x,normal_y
1,8,-39.16699103967144,343.95945632705195
0,20,-36.50124193773984,303.904167578271
0,21,-27.129589452124694,325.5698128072564
2,4,-14.885658090112862,313.8265270764311
0,22,-0.5980223051548075,331.9984034230959
0,15,-123.14294769756755,229.3842651472634
1,6,-116.43104316443883,231.52441701955385
3,3,-113.65739020467261,245.57826522387302
0,16,-124.71158481716051,263.25529577279735
1,7,-93.36582281457967,257.1896911812469
0,17,-70.83788485242599,246.11980225105918
0,19,-74.79776401056195,266.36048424057157
0,18,-62.82344416004476,257.17815035568253
0,0,39.00140425921968,241.42756322610953
0,1,48.70727344313553,235.1195738609137
1,0,38.74995700621676,227.66099419242389
1,9,38.43714465034904,341.5682356174019
0,23,51.95781908485874,345.1424589655529
0,24,62.03169676460764,331.964586349898
2,1,66.13181970731337,321.3290798448274
1,2,56.41696717970489,303.17076297740755
1,3,87.92461471881175,302.39849589979485
2,2,70.79936676425652,289.198624739082
0,8,74.56453706019724,280.4659392798828
0,9,74.34106376360378,269.8362943896895
2,3,71.8848767185375,253.9531220826696
3,4,-23.768490805535762,271.80790330468085
0,3,-139.7625987694008,273.9944298310537
2,0,-107.76765550072273,293.55106236290794
1,4,46.041933708596574,357.69935408810977
