mirror_type,mirror_id,x,y
2,4,-189.9719174076006,3.266587895614199
0,22,-220.80148299909632,37.71876330687118
3,0,94.33934903804017,43.77313357618837
0,0,-28.659015234334376,84.25948519779949
0,1,-12.863888575886364,101.18557392586742
1,0,-1.6314941153582072,78.98315153848668
0,2,17.223867563018953,83.23664088712124
0,3,25.889444069654537,65.03642583786588
3,1,231.6836720081626,91.23418287469963
1,1,265.6358870001065,48.34848020017445
0,4,201.98637102980132,45.28251227804662
0,5,208.96977469995085,41.2387349691013
0,6,216.02059935944246,36.00139792268151
2,0,166.7035345901879,38.091095483564416
0,7,150.98832691575456,17.50785924038755
1,9,-226.09360166555788,117.92660126492258
0,23,-228.43776644130963,145.79844602500282
0,24,-198.98380319884535,161.0634845783587
2,1,-176.61198691761223,165.44547765657774
1,2,-144.22101732768175,140.00463621240735
1,3,-131.75745696134803,201.79438182238505
2,2,-111.70632224448909,163.47996076158802
0,8,-93.19865963382489,167.86306872703852
0,9,-72.33995769598835,163.73127532802832
2,3,-41.909240043994096,153.3773633850018
4,0,103.00126755150966,118.48940409497519
1,5,-295.73603611587424,-8.940703045238521
