mirror_type,mirror_id,x,y
1,8,111.79044410227937,234.7400617862557
0,20,61.054372571853946,172.51482136285347
0,21,104.31422707486816,191.42241778269556
2,4,106.20571290248837,157.54474458665456
0,22,151.8907232752875,164.6365943006294
0,11,-119.98964134527385,1.5766958592407172
0,12,-104.21264956609507,12.834471956970653
1,5,-103.10139030051758,32.15747686153782
0,13,-98.87920901661684,48.196493899952905
0,14,-110.73369014369528,73.66851340403228
0,15,-167.32199437217318,181.69301087085998
1,6,-154.5852817873633,175.66841108953392
3,3,-131.35883621327338,192.4418253620933
0,16,-123.41647681951488,233.37603400833203
1,7,-85.84026344664252,181.7483127058158
0,17,-67.98777400263032,134.82827072304704
0,19,-46.17169471637717,169.83572829948847
0,18,-41.18144172436309,140.07172754522193
1,9,222.0409706929276,125.39061900215047
0,23,246.69299020893234,112.17650637176932
0,24,243.45355064444027,79.16039842380123
2,1,234.94403483713896,58.0112100756848
1,2,195.96616347348626,44.70193254751814
1,3,240.99926302663798,0.5960038736206604
2,2,197.94545509193284,4.6472366463945045
3,4,35.899462719078024,108.19994721108475
1,0,-106.3213939127344,-80.11891699551556
3,1,-46.52572880238709,130.37531902171168
0,6,139.18179990375322,259.17736021858946
3,2,134.061262261974,168.78441857195244
0,1,-161.54187847084793,220.0504959795582
