mirror_type,mirror_id,x,y
3,0,56.80807860647091,87.11396102256528
0,0,-68.9549477078818,56.26913173848773
0,1,-64.52938110175906,78.99341095701554
1,0,-43.238279028514526,66.1169511294367
0,2,-29.502031400878142,79.71593406102446
0,3,-12.50856117454042,68.87333226541881
3,1,148.1321458951735,200.14461609668902
1,1,199.65121718679356,181.76741037884594
0,4,147.2980818123551,145.4382174478247
0,5,155.36321949579644,145.7095399344222
0,6,164.11802371879088,145.00439403907177
2,0,121.18740983926845,120.64249540045654
0,7,118.76761129578512,94.85912980358451
3,2,150.12894074873725,93.75660589879595
0,23,-270.98761816469306,2.5905214584135887
0,24,-254.09847871134573,31.14423087154001
2,1,-237.44820505436945,46.71562818220602
1,2,-196.49751298139984,42.305169803755675
1,3,-218.67139087219613,101.31052666934085
2,2,-181.36351443172913,79.44353738959501
0,8,-167.9908197385561,92.96819070826294
0,9,-148.11212035391236,100.51765916627873
2,3,-116.81867078568087,107.86286736345696
4,0,24.560211011316287,155.06706947343662
0,15,153.7711004096593,134.55336946164562
