mirror_type,mirror_id,normal_x,normal_y
3,0,28.404039303235454,263.55698051128263
0,0,-34.4774738539409,248.13456586924386
0,1,-32.26469055087953,259.49670547850775
1,0,-21.619139514257263,253.05847556471838
0,2,-14.751015700439071,259.8579670305122
0,3,-6.25428058727021,254.43666613270943
3,1,74.06607294758675,320.0723080483445
1,1,99.82560859339678,310.883705189423
0,4,73.64904090617755,292.71910872391237
0,5,77.68160974789822,292.8547699672111
0,6,82.05901185939544,292.50219701953586
2,0,60.59370491963423,280.32124770022824
0,7,59.38380564789256,267.4295649017923
3,2,75.06447037436863,266.87830294939795
0,23,-135.49380908234653,221.2952607292068
0,24,-127.04923935567287,235.57211543577
2,1,-118.72410252718473,243.35781409110302
1,2,-98.24875649069992,241.15258490187784
1,3,-109.33569543609806,270.6552633346704
2,2,-90.68175721586456,259.7217686947975
0,8,-83.99540986927805,266.48409535413145
0,9,-74.05606017695618,270.25882958313935
2,3,-58.40933539284043,273.9314336817285
4,0,12.280105505658144,297.5335347367183
1,9,33.46739541812156,358.81161280557865
