mirror_type,mirror_id,x,y
1,8,-179.08661476669965,188.4886851017952
0,20,-139.1765301956713,118.82294998312996
0,21,-141.3253467694712,165.9853799600697
2,4,-109.01996628074001,155.61056182710192
0,22,-99.26873486911109,200.80268493594932
0,19,-175.101767222839,17.758691264806476
0,18,-145.5263319719474,11.751029860848641
0,0,51.322008962337044,72.7121131316495
0,1,74.29964489956967,69.88249257001247
1,0,62.939743683717985,47.74503811945154
0,2,77.46379237334692,34.990868396468805
0,3,67.83300717043319,17.2824517420405
1,9,-37.489860184503335,252.22908314337266
0,23,-16.31892959314846,270.5082115887314
0,24,13.343351231790297,255.65201931122132
2,1,30.038281778408372,240.12851065169446
1,2,28.495142931291152,198.96991438236407
1,3,85.80999418225586,225.20578344803053
2,2,66.59873769273295,186.46342305592952
0,8,81.02327766191584,174.06673569904183
0,9,89.94102396589511,154.76308412527285
2,3,99.45126029824335,124.05823965013789
3,4,-88.14813601988526,72.29042893924345
