mirror_type,mirror_id,x,y
1,4,74.0904435331628,52.8356525185335
0,10,91.42174937332203,64.69979707480924
0,11,112.58501780449969,41.5284693428555
0,12,101.8903532270347,25.364461738229327
1,5,107.7776489746314,6.926642873797757
3,0,-23.20233201500335,101.378754130565
0,1,-101.64897918876413,8.454882014682186
1,0,-77.5963868758487,14.82567852793313
0,2,-77.83667714943061,34.1533554769558
0,3,-58.232505802756904,38.84553086175916
3,1,-41.0707531017124,245.58948112583766
1,1,7.936856501140883,269.8833198048377
0,4,-2.2976528170210977,206.98724789593302
0,5,3.1096895203494923,212.97729886325217
0,6,9.698527063153351,218.785142486425
2,0,-2.5990999146281686,170.98024646032587
0,7,14.26696783282888,151.32895832872512
3,2,36.845467171583685,173.12253333667385
4,0,-94.48495863487157,125.38577507742498
1,2,104.3062630221567,233.5493545261268
