mirror_type,mirror_id,x,y
1,8,-151.1112013409831,211.57836569291499
0,20,-121.28511535664525,137.0362024901641
0,21,-116.84927816655933,184.03870840655787
2,4,-86.30218703148373,169.26881731016732
0,22,-70.35632602161049,212.66402466976132
0,16,-263.9487737767309,5.200463610115697
1,7,-200.57684155525226,13.035744386847938
0,17,-150.88458954951156,5.902595740470755
0,19,-170.9261567286812,41.95532083016778
0,18,-142.47465244769637,31.89002053790697
0,0,60.94211696096184,64.8618407102084
0,1,83.30232905666871,58.861888975248554
1,0,68.97204343530548,38.5208673884472
0,2,81.57970773097436,23.869463473836234
0,3,69.57811340873043,7.6737301543542795
1,9,-2.0215077889222135,254.99198714128121
0,23,21.487351749828523,270.14680030453655
0,24,48.79337894909069,251.3069958650782
2,1,63.16538074133803,233.61107567022975
1,2,55.90909014143706,193.06779544905118
1,3,116.31748445419133,211.07165326080374
2,2,91.9012961579314,175.38002099581408
0,8,104.46017207460922,161.09646939068227
0,9,110.60458243520398,140.73956922036592
2,3,115.74897738121331,109.00997309972776
3,4,-77.22940125437323,83.85475288790144
0,4,198.10877927134084,200.06934248712128
