mirror_type,mirror_id,normal_x,normal_y
1,8,63.9463835778508,333.18506980743695
0,20,36.469836397860654,303.9178230956528
0,21,58.70653786031196,311.8397648758737
2,4,58.46838348151114,294.87621874172703
0,22,81.50259668752194,296.82009329069535
0,11,-59.79368393315374,224.97145468672028
0,12,-51.53175264168769,230.0363573908024
1,5,-50.303524152617044,239.63556614480657
0,13,-47.63816338590653,247.48827730538372
0,14,-52.66254635946199,260.60672617852265
0,15,-77.12007133057628,316.4611040677372
1,6,-70.97735545225953,313.0119079097059
3,3,-58.807394776093716,320.5680879784868
0,16,-53.41817564803142,340.7083199718895
1,7,-36.47651973795036,313.64674851700363
0,17,-29.20850723777771,289.62121160207346
0,19,-17.106040633345906,306.3213958057347
0,18,-15.655108008646001,291.3015960076465
1,9,115.12344873512147,274.79818930705517
0,23,126.95854800247989,267.347408472925
0,24,124.19123014261375,250.99255322919277
2,1,119.20919021451553,240.74051514305893
1,2,99.30352446627619,235.46156617473432
3,4,21.679830104470412,272.71607882459864
1,4,28.569298425649258,325.4609437104526
