mirror_type,mirror_id,x,y
3,0,84.25376184234173,60.969694237497706
0,0,-44.20993612640028,77.24300322812162
0,1,-31.934660418325745,96.87196428258395
1,0,-16.67221477000253,77.22070483143047
0,2,1.02511677777207,84.99381821986779
0,3,13.004246986116547,68.78146233051518
3,1,210.0186876258638,133.76528267046663
1,1,251.53008264355853,98.14589917731976
0,4,189.63500181289854,82.99136152288368
0,5,197.26168977435196,80.35437603122388
0,6,205.1823019461076,76.55862438743483
2,0,156.37259746852538,69.1997887348403
0,7,144.87358905093495,45.99612152672031
3,2,173.75680314605756,33.7279314583951
1,9,-244.4410817140298,72.61926445837219
0,23,-252.06037627835022,99.5317372018418
0,24,-226.06027197002902,120.1363951383448
2,1,-204.9356126622754,128.70662245097503
1,2,-168.285415017077,109.9136892863221
1,3,-167.84088464335497,172.94634266770723
2,2,-140.84740955527047,139.16180230785278
0,8,-123.51612126207908,146.99580874423384
0,9,-102.25226908089768,146.9199559889932
2,3,-70.40502988581335,142.5627292344592
4,0,78.50000000000007,135.96598839415682
0,17,-204.06157614920906,129.5800715832194
