mirror_type,mirror_id,x,y
1,4,31.878439517649408,85.23359134707142
0,10,39.61239779896354,104.76095618414652
0,11,70.11478451818127,97.38540440933133
0,12,70.28730410174344,78.00445424531242
1,5,85.47839094171385,66.01094365342409
0,13,96.19504084266967,53.35273298789026
0,14,123.85994873126569,48.45320526330776
0,15,244.80615454302782,32.847324059277305
1,6,232.56561310090882,25.869588380923023
3,0,-75.92588488385213,71.072216826296
0,3,-1.0,-1.0
3,1,-171.3810924670825,180.6364336029399
1,1,-144.33688495256783,228.18164615540226
0,4,-117.65064064634352,170.31537439557516
0,5,-116.51734467334863,178.30509917069696
0,6,-114.30265572944909,186.804450945889
2,0,-97.76569193834493,140.29565025265978
0,7,-72.7942272071942,133.43537943629264
3,2,-66.26261540915965,164.1288085594293
4,0,-148.44641636909273,51.11420024977361
2,1,6.509886537114383,290.6701967214249
0,19,-187.585760214229,231.62825312973624
2,4,70.33840017013571,289.540666776826
