mirror_type,mirror_id,normal_x,normal_y
1,8,111.97172756228133,286.04795399343004
0,20,73.54271634023605,274.4400484321935
0,21,96.76123559319994,270.1823005299404
2,4,88.07321478406261,255.61051582890053
0,22,108.99336585113913,245.77685396707167
1,4,-42.88848267065973,235.1930264993029
0,10,-52.718166124720724,238.88901692641383
0,11,-49.29712192860841,254.20224801903987
0,12,-39.60962819383617,254.45761678273846
1,5,-33.74634674364714,262.1566611754007
0,13,-27.51172102913693,267.6246281456868
0,14,-25.30373988600845,281.4977296148502
0,15,-18.557388880078392,342.097802265043
1,6,-14.962238960241839,336.0393528303938
3,3,-0.6446538172341129,336.49821638744487
0,16,14.092662850930427,351.2455593678126
1,7,15.233781523792237,319.338723066513
0,17,9.515296526499544,294.8979915085364
0,19,28.346432156221066,303.3095419745707
0,18,22.093076769346602,289.57654747731993
3,4,45.13332303250135,254.81354839777015
2,1,2.5229066040651347,332.0060752931258
0,5,22.035407446783545,293.0793339842309
